"","X.1","Country","year","ISIN","X","scope1","scope2","scope3","scope_total","CURRENCY","Rev","Emp","TA","NPPE","INTAN","Debt_comm_eq","Capex","PPEG","Dprc","Accr","S_pillar","E_pillar","G_pillar","NCFOA","Debt_TotCap","GMAR","OIBD","OI","NS_WC","iso","FuelInten","Income.group","CO2_imp","ggroup","gind","gsector","gsubind","naics","naicsh"
"3007",3007,"GERMANY",2017,"DE000KSAG888",1296,1800000,2e+05,8e+05,2100000,"E",3627000,14793,9659200,6692600,962800,72.65,1202200,9952900,305900,NA,64.39,33.67,29.82,310700,42.07,33.33,459000,132800,6.7,"DE","  170.5","High income","National",1510,151010,15,15101030,3253,3253
"3008",3008,"GERMANY",2017,"DE0005565204",635,12185,50405,NA,62590,"E",3715422,14974,3377318,408443,592706,69.48,57121,626539,80695,NA,35.47,28.58,26.6,101889,40.6,22.59,333431,255232,6.38,"DE","  170.5","High income","National",2010,201060,20,20106020,3339,3339
"3009",3009,"GERMANY",2017,"DE000WCH8881",1382,1239000,1606000,NA,2845000,"E",4924200,13811,6383100,3500400,41500,21.27,514400,9948600,590400,NA,71.77,81.23,23.7,657100,17.31,19.38,973000,353300,3.88,"DE","  170.5","High income","National",1510,151010,15,15101050,325211,325211
"3010",3010,"GERMANY",2017,"DE0005552004",611,5900000,440000,22520000,6340000,"E",60444000,519544,36400000,8782000,11792000,47.53,1966000,18043000,1471000,NA,94.29,76.97,66.13,3189000,31.76,43.77,4141000,2698000,169.31,"DE","  170.5","High income","National",2030,203010,20,20301010,492110,492110
"3011",3011,"GERMANY",2017,"DE0005545503",596,943,1412,NA,2355,"E",2812313,3194,4591122,14702,3834357,0.01,5842,25602,64088,-483,22.86,44.68,7.88,347610,0.01,31.07,476085,411997,-150.46,"DE","  170.5","High income","National",5010,501020,50,50102010,517,517
"3012",3012,"GERMANY",2017,"DE000ENAG999",1257,4530000,3370000,71020000,7900000,"E",37965000,42699,55043000,24766000,5580000,324.96,3035000,56432000,2769000,NA,73.86,64.04,73.79,-2952000,66,15.83,2433000,621000,21.79,"DE","  170.5","High income","National",5510,551030,55,55103010,2211,2211
"3013",3013,"GERMANY",2017,"DE0006599905",783,373000,316000,353000,689000,"E",15327000,52880,34477000,4512000,21899000,78.72,716000,9852000,1758000,NA,95.75,90.91,40.6,2696000,43.23,58.62,3594000,1835000,-12.99,"DE","  170.5","High income","National",3520,352020,35,35202010,325412,325412
"3014",3014,"GERMANY",2017,"DE0007164600",873,NA,NA,88400,591600,"E",23461000,88543,41475000,2967000,24241000,24.7,1001000,NA,612000,NA,96.13,77.25,93.74,5045000,19.79,71.29,6917000,5645000,13.64,"DE","  170.5","High income","National",4510,451030,45,45103010,511210,511210
"3015",3015,"GERMANY",2017,"DE000BASF111",1212,18775000,3796000,NA,22571000,"E",64475000,115490,76650000,25258000,13594000,53.58,4145000,70913000,4213000,NA,78.67,89.94,79.69,8794000,34.28,31.38,10900000,7027000,3.96,"DE","  170.5","High income","National",1510,151010,15,15101020,325,325
"3016",3016,"GERMANY",2017,"DE000A0S8488",1105,80000,128000,NA,208000,"E",1251806,5581,1748185,974551,69679,54.14,117884,2236709,122595,NA,49.36,51.34,59.25,275465,33.94,61.79,264679,151665,5.04,"DE","  170.5","High income","National",2030,203050,20,20305030,541614,541614
"3017",3017,"GERMANY",2017,"DE0006070006",729,2251970,324998,2941392,2576968,"E",22630950,53890,13193004,959854,1191858,134.58,272575,2553116,369441,NA,96.47,88.48,71.53,1372090,48.71,26.34,1112178,716810,14.73,"DE","  170.5","High income","National",2010,201030,20,20103010,2362,2362
"3018",3018,"GERMANY",2017,"DE0006048408",710,365000,356000,50194000,721000,"E",20029000,53700,27358000,3005000,15653000,27.89,557000,7232000,401000,NA,90.41,69.42,43.97,2434000,21.73,47.06,3858000,3186000,27.21,"DE","  170.5","High income","National",NA,NA,NA,NA,NA,NA
"3019",3019,"GERMANY",2017,"DE000KBX1006",1277,19000,133000,NA,152000,"E",6235725,27705,4754357,918960,284692,9.33,173537,2167499,138998,NA,82.37,54.89,18.18,623585,7.63,48.07,1032027,824314,2.56,"DE","  170.5","High income","National",2010,201060,20,20106010,336510,336510
"3020",3020,"GERMANY",2017,"DE0008402215",1013,0,253.7,8037.55,253.7,"E",17487965,3251,58015711,93689,225405,22.59,NA,NA,NA,NA,75.35,57.17,49.78,1693853,15.8,NA,1194045,1168384,NA,"DE","  170.5","High income","National",NA,NA,NA,NA,NA,NA
"3021",3021,"GERMANY",2017,"DE000A0LD2U1",1080,18.1,16997,69363,17015.1,"E",213373,NA,3584069,3354300,313,75.12,44239,3354300,490,NA,55.03,76.8,49.31,122268,42.23,89.63,121411,120921,NA,"DE","  170.5","High income","National",NA,NA,NA,NA,NA,NA
"3022",3022,"GERMANY",2017,"DE0006202005",741,8470000,693000,1362000,9163000,"E",8990200,23139,7924600,2214800,218500,22.31,347800,8953200,374500,NA,49.01,78.94,29.47,243800,18.2,30.58,284800,-105600,3.27,"DE","  170.5","High income","National",1510,151040,15,15104050,331110,331111
"3023",3023,"GERMANY",2017,"DE0005313704",540,NA,NA,NA,243995,"E",1189896,2958,1545743,58696,242804,1.09,10988,174346,14865,NA,80.41,31.08,33.65,37732,1.05,55.19,197529,173294,1.33,"DE","  170.5","High income","National",3510,351010,35,35101010,334510,334510
"3024",3024,"GERMANY",2017,"DE0005140008",498,52071,107546,60598,159617,"E",41162000,97535,1467933000,2663000,8839000,432.73,725000,NA,441000,NA,85.16,97.47,67.52,8551000,81.17,NA,2949000,1573000,NA,"DE","  170.5","High income","National",NA,NA,NA,NA,NA,NA
"3025",3025,"GERMANY",2017,"DE0007856023",983,24800,80600,6400,105400,"E",1664041,9611,2005394,929570,190540,82.22,171281,1805854,101074,NA,48.75,54.15,36.18,95475,44.06,24.54,211413,110920,5.57,"DE","  170.5","High income","National",2510,251010,25,25101010,339991,339991
"3026",3026,"GERMANY",2017,"DE000SHA0159",1326,175635,1233752,NA,1409387,"E",14021000,90151,11045000,4865000,636000,125.69,1117000,13387000,739000,NA,46.24,69.14,22.94,1778000,54.63,27.43,2342000,1575000,6.85,"DE","  170.5","High income","National",2510,251010,25,25101010,3363,3363
"3027",3027,"GERMANY",2017,"DE0005439004",577,820000,2347000,11841600,3167000,"E",44009500,235473,35923300,11202100,8617400,25.73,2592500,26679300,2117400,94400,87.16,73.74,92.01,5220500,20,25.85,6414100,4337200,36.27,"DE","  170.5","High income","National",2510,251010,25,25101010,3363,3363
"3028",3028,"GERMANY",2017,"DE000EVNK013",1266,5609100,925000,20270000,6534000,"E",14419000,36523,18716000,6495000,6105000,53.66,948000,19142000,923000,NA,94.38,90.28,73.02,1551000,34.66,30.61,2046000,1217000,6.69,"DE","  170.5","High income","National",1510,151010,15,15101050,325,325
"3029",3029,"GERMANY",2017,"DE000CBK1001",1242,40749,100848,75867,141597,"E",12688000,49417,449543000,1600000,3312000,535.5,362000,NA,140000,NA,73.67,83.35,68.58,4259000,83.73,NA,1189000,576000,NA,"DE","  170.5","High income","National",NA,NA,NA,NA,NA,NA
"3030",3030,"GERMANY",2017,"DE000A0LD6E6",1092,258527,295164,401084,553691,"E",1348255,9749,2433067,602577,1101229,135.26,106697,1169033,88899,NA,77.58,50.88,34.31,219331,56.33,27.74,289327,164513,32.2,"DE","  170.5","High income","National",3520,352030,35,35203010,327212,327212
"3031",3031,"GERMANY",2017,"DE000PSM7770",1318,2456,12478,17356,14934,"E",4078000,6483,6535000,205000,3597000,265.09,160000,557000,263000,NA,61.65,36.93,86.32,1622000,72.19,29.72,717000,521000,3.5,"DE","  170.5","High income","National",5020,502010,50,50201020,515210,515210
"3032",3032,"GERMANY",2017,"DE0008404005",1024,51838,257488,158664,309326,"E",111843000,140553,881400000,9647000,13262000,66.42,2055000,NA,NA,NA,81.71,90.28,89.91,32950000,34.19,NA,17939000,16756000,NA,"DE","  170.5","High income","National",NA,NA,NA,NA,NA,NA
"3033",3033,"GERMANY",2017,"DE000A1EWWW0",1145,11702,48815,NA,60517,"E",21218000,56888,13892000,2e+06,2683000,17.41,586000,3628000,484000,NA,94.44,88.09,69.55,1673000,14.86,48.32,2238000,1817000,9.01,"DE","  170.5","High income","National",2520,252030,25,25203010,316210,316211
"3034",3034,"GERMANY",2017,"DE0005810055",675,4524,2127,5121,6651,"E",2802500,5640,135040300,113400,4091000,51.71,49800,NA,42000,NA,62.03,56.46,85.44,1056200,33.55,82.16,1296000,1136100,2.55,"DE","  170.5","High income","National",NA,NA,NA,NA,NA,NA
"3035",3035,"GERMANY",2017,"DE0008232125",997,28949100,256232,10678900,29205400,"E",35579000,129424,34744000,18145000,1835000,71.95,2160000,36410000,1970000,NA,83.16,88.02,36.14,5030000,41.58,42.03,4258000,2292000,-22.11,"DE","  170.5","High income","National",2030,203020,20,20302010,481111,481111
"3036",3036,"GERMANY",2017,"DE0006231004",756,259078,609825,539248,868903,"E",7063000,37479,9333000,2659000,1586000,32.54,759000,11206000,652000,NA,92.27,77.37,60.76,1723000,24.55,37.11,1781000,969000,2.55,"DE","  170.5","High income","National",4530,453010,45,45301020,334413,334413
"3037",3037,"GERMANY",2017,"DE0006062144",716,1240000,5030000,NA,6270000,"E",14138000,16176,10639000,4296000,334000,33.5,419000,15378000,627000,NA,73.85,67.85,62.07,2259000,24.99,34.08,3301000,2662000,5.35,"DE","  170.5","High income","National",1510,151010,15,15101050,325211,325211
"3038",3038,"GERMANY",2017,"DE000A0H52F5",1063,4189000,8000,6881000,4197000,"E",4009516,5487,4679453,2519369,345064,110.66,205399,5788203,175612,NA,37.81,39.21,38.08,418815,48.07,18.82,338556,158373,23.43,"DE","  170.5","High income","National",5510,551030,55,55103010,22111,22111
"3039",3039,"GERMANY",2017,"DE0007257503",917,712267,1098569,3818874,1810836,"E",22155000,57852,8241000,858000,631000,81.59,874000,3080000,264000,NA,88.09,83.09,53.85,756000,45,19.73,354000,126000,-53.39,"DE","  170.5","High income","National",2550,255040,25,25504020,452311,452910
"3040",3040,"GERMANY",2017,"DE000LED4000",1304,30500,265400,23373300,295900,"E",4128000,25934,3924000,1396000,290000,8.16,375000,3668000,198000,NA,95.86,60.32,73.99,539000,7.52,34.79,707000,483000,5.03,"DE","  170.5","High income","National",2010,201040,20,20104010,3351,3351
"3041",3041,"GERMANY",2017,"DE000BAY0017",1225,2500000,1280000,NA,3780000,"E",35015000,99820,70172000,7633000,26425000,35.89,2578000,18836000,2660000,NA,96.59,80.51,67.43,7570000,26.38,68.94,9349000,6720000,2.12,"DE","  170.5","High income","National",3520,352020,35,35202010,325,325
"3042",3042,"GERMANY",2017,"DE0005470405",590,1799000,3300000,NA,5099000,"E",9664000,19029,9954000,4059000,1769000,125.71,439000,11204000,638000,NA,73.39,61.5,53.02,840000,45.72,22.72,1199000,611000,6.45,"DE","  170.5","High income","National",1510,151010,15,15101020,3252,3252
"3043",3043,"GERMANY",2018,"DE0005545503",597,505.7,810.8,NA,1316.5,"E",3662460,3150,5246640,14259,3679759,0.93,15556,24942,154696,-26781,38.73,36.03,28.31,155552,0.92,27.36,676294,521598,8.77,"DE","  171.5","High income","National",5010,501020,50,50102010,517,517
"3044",3044,"GERMANY",2018,"DE0007100000",861,1247000,1985000,79340000,3232000,"E",167362000,298683,277598000,80424000,14801000,224.07,6744000,144407000,6305000,NA,95.45,93.65,85.59,343000,68.69,19.71,22914000,8160000,7.07,"DE","  171.5","High income","National",2510,251020,25,25102010,336111,336111
"3045",3045,"GERMANY",2018,"DE0005190003",517,581703,538622,73093077,1120325,"E",97480000,134682,207390000,58373000,10971000,177.07,7112000,101647000,5113000,NA,81.6,97.37,75,4890000,63.7,23.04,17187000,8746000,7.72,"DE","  171.5","High income","National",2510,251020,25,25102010,336111,336111
"3046",3046,"GERMANY",2018,"DE000SHA0159",1327,193711,1268082,NA,1461793,"E",14241000,92478,11842000,5318000,627000,112.61,1241000,14370000,821000,NA,75.65,73.12,28.34,1606000,52.25,25.86,2176000,1356000,7.08,"DE","  171.5","High income","National",2510,251010,25,25101010,3363,3363
"3047",3047,"GERMANY",2018,"DE0005008007",475,1003,20660,NA,21663,"E",424663,828,5854096,4996632,171370,307.14,2827,4998087,1431,NA,36.36,28.98,17.03,18462,70.3,49.5,14232,12631,NA,"DE","  171.5","High income","National",NA,NA,NA,NA,NA,NA
"3048",3048,"GERMANY",2018,"DE0006070006",730,2891320,212286,2911010,3103610,"E",23882290,55777,14333928,979232,1159395,139.68,357373,2600604,378223,NA,94.14,88.75,66.41,1374654,51.92,25.45,1124819,733585,41.88,"DE","  171.5","High income","National",2010,201030,20,20103010,2362,2362
"3049",3049,"GERMANY",2018,"DE0008402215",1014,0,266.87,8123.35,266.87,"E",18897967,3317,60959495,93355,214985,30.35,NA,NA,NA,NA,71.88,53.91,56.05,2224573,21.15,NA,1347820,1292954,NA,"DE","  171.5","High income","National",NA,NA,NA,NA,NA,NA
"3050",3050,"GERMANY",2018,"DE000ENAG999",1258,4580000,2890000,61310000,7470000,"E",29565000,43302,53129000,18057000,4216000,171.69,3076000,46583000,1575000,NA,84.24,59.16,92.76,2787000,53.72,19.05,3098000,1460000,3.61,"DE","  171.5","High income","National",5510,551030,55,55103010,2211,2211
"3051",3051,"GERMANY",2020,"DE000WACK012",1368,13106,17284,NA,30390,"E",1615500,5200,2097400,391600,407500,41.36,50500,699400,88300,NA,47.57,53.42,54.57,392900,29.26,22.75,168600,79100,1.93,"DE","  170.6","High income","National",2010,201060,20,20106010,333120,333120
"3052",3052,"GERMANY",2020,"DE0006305006",763,11565,33159,NA,44724,"E",1295600,4586,1106300,361700,197200,27.76,96500,1203200,106400,NA,76.42,62.58,59.28,40700,21.72,13.11,28400,-60900,13.19,"DE","  170.6","High income","National",2010,201060,20,20106010,3336,3336
"3053",3053,"GERMANY",2020,"DE0008303504",1004,1448,NA,NA,1448,"E",472857,1354,6427337,5865997,22679,116.88,10893,5882942,7218,NA,56.9,51.21,75.72,253993,53.15,70.43,154179,145967,NA,"DE","  170.6","High income","National",NA,NA,NA,NA,NA,NA
"3054",3054,"GERMANY",2020,"DE000A1X3XX4",1181,272,0,17,272,"E",234552,272,2697468,1614562,195658,134.58,303841,1874839,34736,NA,67.06,64.36,34.98,64603,57.21,66.16,105974,67200,NA,"DE","  170.6","High income","National",NA,NA,NA,NA,NA,NA
"3055",3055,"GERMANY",2020,"DE0006969603",816,4179,29839,211108,34018,"E",5234400,14374,4406600,1284500,443500,70.07,218400,1995500,293800,NA,89.07,85.35,72.51,386800,40.62,47.27,486300,210700,7.07,"DE","  170.6","High income","National",2520,252030,25,25203020,316210,316211
"3056",3056,"GERMANY",2020,"DE000TLX1005",1347,31139,42124,8820,73263,"E",38581000,23527,173241000,980000,1879000,156.33,164000,NA,NA,NA,74.12,77.89,55.3,6309000,26.55,NA,1097000,786000,NA,"DE","  170.6","High income","National",NA,NA,NA,NA,NA,NA
"3057",3057,"GERMANY",2020,"DE000SHA0159",1329,180664,1078270,5457430,1258940,"E",12600000,83297,12249000,5048000,470000,243.9,1023000,15172000,1260000,NA,78.62,82.56,61.83,1255000,69.84,23.4,2017000,1051000,4.6,"DE","  170.6","High income","National",2510,251010,25,25101010,3363,3363
"3058",3058,"GERMANY",2020,"DE000ZAL1111",1391,8191,76462,4526110,84653,"E",7982000,14194,6479400,1289900,236000,82.19,233700,1536900,145200,NA,72.82,95.05,91.8,527400,45.11,42.52,551100,340300,4,"DE","  170.6","High income","National",2550,255020,25,25502020,454110,454111
"3059",3059,"GERMANY",2020,"DE0006602006",792,30394,34286,3602,64680,"E",4635054,18232,5353076,627791,1883918,31.62,136962,1660627,257150,-46522,72.21,66.79,62.34,702702,24.02,30.55,448472,251563,7.01,"DE","  170.6","High income","National",2010,201060,20,20106020,3332,541330
"3060",3060,"GERMANY",2020,"DE0005194062",522,137488,3210,10342600,140698,"E",17155400,21207,8759300,2468500,436700,705.85,292100,4126300,203400,NA,57.37,75.09,55.6,583500,82.3,10.17,296800,50400,29.61,"DE","  170.6","High income","National",2010,201070,20,20107010,424510,424510
"3061",3061,"GERMANY",2020,"DE000A0Z2ZZ5",1117,2875.2,28875.5,NA,31750.7,"E",2576230,4004,4376194,581817,1877116,81.16,45155,728562,106332,14732,24.55,35.1,45.51,409823,44.79,28.02,406942,244732,-125.21,"DE","  170.6","High income","National",5010,501020,50,50102010,517312,517210
"3062",3062,"GERMANY",2020,"DE000SYM9999",1345,299119,1360,1747180,300479,"E",3520451,10531,5815721,1205214,2194060,89.74,151095,2304590,136699,NA,83.92,54.02,88.84,595276,46.66,39.5,692085,437521,2.14,"DE","  170.6","High income","National",1510,151010,15,15101050,325620,325620
"3063",3063,"GERMANY",2020,"DE0006223407",750,1034.9,5989.4,844.2,7024.3,"E",373273,3261,7327671,140744,19316,676.05,20185,NA,19760,NA,64.12,58.58,51.17,148327,87.11,NA,77106,53090,NA,"DE","  170.6","High income","National",NA,NA,NA,NA,NA,NA
"3064",3064,"GERMANY",2020,"DE000WCH8881",1385,1285000,1579000,14507000,2864000,"E",4692200,14283,6179700,2504000,21100,75.52,415100,10769900,403500,NA,79.34,80.03,52.04,873700,42.04,18.54,667300,265400,1.7,"DE","  170.6","High income","National",1510,151010,15,15101050,325211,325211
"3065",3065,"GERMANY",2020,"DE000ENER6Y0",1261,221000,291000,NA,512000,"E",27457000,92000,41975000,4877000,13215000,15.97,818000,10717000,938000,NA,68.44,79.82,94.02,1461000,13.42,7.79,1507000,-544000,31.02,"DE","  170.6","High income","National",2010,201040,20,20104020,3336,3336
"3066",3066,"GERMANY",2020,"DE0006219934",748,34553,18094,NA,52647,"E",3808674,18103,5289524,1528213,120218,167.51,186162,2947694,432965,NA,60.08,39.4,58.65,550811,62.62,30.45,633359,263872,4.38,"DE","  170.6","High income","National",2010,201060,20,20106010,333924,333924
"3067",3067,"GERMANY",2020,"DE000A1ML7J1",1166,20211,14936,5018,35147,"E",3312800,10622,62401000,58459400,1611700,110.03,2193400,58622500,65800,NA,90.87,90.62,78.28,1029500,51.63,72.04,1291900,1199600,NA,"DE","  170.6","High income","National",NA,NA,NA,NA,NA,NA
"3068",3068,"GERMANY",2018,"DE000WAF3001",1370,11952,268208,NA,280160,"E",1456700,3914,1792900,683900,22200,0,129300,3491100,91600,NA,40.46,36.99,71.08,651900,0,43.38,585800,492600,1.85,"DE","  171.5","High income","National",4530,453010,45,45301010,334413,334413
"3069",3069,"GERMANY",2018,"DE0005785604",657,521000,1013000,NA,1534000,"E",33530000,276750,55926000,10366000,28843000,124.16,1823000,18881000,1133000,NA,87.8,60.86,65.83,3742000,43.35,29.28,5615000,4120000,22.13,"DE","  171.5","High income","National",3510,351020,35,35102015,6214,334510
"3070",3070,"GERMANY",2018,"DE0006335003",765,10895,20865,14515,31760,"E",3853980,16545,3288939,570820,328183,0.28,78270,1215501,60245,NA,60.56,38.26,35.04,329080,0.28,45.93,258686,155950,4.93,"DE","  171.5","High income","National",2010,201060,20,20106020,333993,333993
"3071",3071,"GERMANY",2018,"DE0005470405",591,1490000,1687000,NA,3177000,"E",7197000,15441,8400000,2577000,1764000,98.74,547000,7569000,431000,NA,85.89,65.62,73.57,524000,49.75,25.69,949000,504000,3.02,"DE","  171.5","High income","National",1510,151010,15,15101020,3252,3252
"3072",3072,"GERMANY",2016,"DE000PSM7770",1317,2371,12058,15130,14429,"E",3799000,6565,6573000,216000,3843000,231.25,122500,549000,206000,NA,61.01,38.53,63.22,1577000,69.45,35.51,947000,766000,3.94,"DE","  167.3","High income","National",5020,502010,50,50201020,515210,515210
"3073",3073,"GERMANY",2016,"DE0007257503",916,760186,1416420,4589160,2176600,"E",58417000,217818,24289000,8141000,3858000,89.44,949000,17829000,1017000,NA,89.67,81.62,56.47,1341000,47.16,18.29,1272000,355000,-27.99,"DE","  167.3","High income","National",2550,255040,25,25504020,452311,452910
"3074",3074,"GERMANY",2016,"DE0007236101",903,874000,935000,16768000,1809000,"E",79644000,351000,122286000,10157000,31901000,90.52,1947000,25718000,2764000,NA,79.46,82.28,89.97,6802000,47.07,29.91,10455000,7692000,6.42,"DE","  167.3","High income","National",2010,201050,20,20105010,999977,999977
"3075",3075,"GERMANY",2016,"DE0006062144",715,2330000,3460000,NA,5790000,"E",11904000,15761,9586000,4655000,361000,45.31,509000,15771000,683000,NA,68.06,70.43,57.59,1748000,31.04,27.78,1913000,1244000,6.64,"DE","  167.3","High income","National",1510,151010,15,15101050,325211,325211
"3076",3076,"GERMANY",2016,"DE000A0H52F5",1062,4463000,8000,7021000,4471000,"E",4066446,5575,4953013,2539308,351181,128.16,264836,5732508,212172,NA,31.9,42.86,38.3,209985,51.53,16.54,275842,96285,-50.82,"DE","  167.3","High income","National",5510,551030,55,55103010,22111,22111
